EID;Resolver;Locator Count Consistence
153.16.32.144;206.223.132.89;True
153.16.32.144;217.8.97.6;True
153.16.32.144;217.8.98.42;True
153.16.32.144;217.8.98.46;True
153.16.32.160;149.20.48.61;True
153.16.32.160;149.20.48.77;True
153.16.32.160;173.36.254.164;True
153.16.32.160;193.162.145.50;True
153.16.32.160;195.50.116.18;True
153.16.32.160;198.6.255.37;True
153.16.32.160;198.6.255.40;True
153.16.32.160;202.51.247.10;True
153.16.32.160;202.214.86.252;True
153.16.32.160;206.223.132.89;True
153.16.32.160;217.8.97.6;True
153.16.32.160;217.8.98.42;True
153.16.32.160;217.8.98.46;True
153.16.32.176;149.20.48.61;False
153.16.32.176;149.20.48.77;False
153.16.32.176;173.36.254.164;True
153.16.32.176;193.162.145.50;True
153.16.32.176;195.50.116.18;True
153.16.32.176;198.6.255.37;False
153.16.32.176;198.6.255.40;False
153.16.32.176;202.51.247.10;True
153.16.32.176;202.214.86.252;False
153.16.32.176;206.223.132.89;False
153.16.32.176;217.8.97.6;False
153.16.32.176;217.8.98.42;True
153.16.32.176;217.8.98.46;True
153.16.32.192;149.20.48.61;True
153.16.32.192;149.20.48.77;True
153.16.32.192;173.36.254.164;True
153.16.32.192;193.162.145.50;True
153.16.32.192;195.50.116.18;True
153.16.32.192;198.6.255.37;True
153.16.32.192;198.6.255.40;True
153.16.32.192;202.51.247.10;True
153.16.32.192;202.214.86.252;True
153.16.32.192;206.223.132.89;True
153.16.32.192;217.8.97.6;True
153.16.32.192;217.8.98.42;True
153.16.32.192;217.8.98.46;True
153.16.32.208;149.20.48.61;True
153.16.32.208;149.20.48.77;True
153.16.32.208;173.36.254.164;True
153.16.32.208;193.162.145.50;True
153.16.32.208;195.50.116.18;True
153.16.32.208;198.6.255.37;True
153.16.32.208;198.6.255.40;True
153.16.32.208;202.51.247.10;True
153.16.32.208;202.214.86.252;True
153.16.32.208;206.223.132.89;True
153.16.32.208;217.8.97.6;True
153.16.32.208;217.8.98.42;True
153.16.32.208;217.8.98.46;True
153.16.32.224;149.20.48.61;True
153.16.32.224;149.20.48.77;True
153.16.32.224;173.36.254.164;True
153.16.32.224;193.162.145.50;True
153.16.32.224;195.50.116.18;True
153.16.32.224;198.6.255.37;True
153.16.32.224;198.6.255.40;True
153.16.32.224;202.51.247.10;True
153.16.32.224;202.214.86.252;True
153.16.32.224;206.223.132.89;True
153.16.32.224;217.8.97.6;True
153.16.32.224;217.8.98.42;True
153.16.32.224;217.8.98.46;True
153.16.32.240;149.20.48.61;True
153.16.32.240;149.20.48.77;True
153.16.32.240;173.36.254.164;True
153.16.32.240;193.162.145.50;True
153.16.32.240;195.50.116.18;True
153.16.32.240;198.6.255.37;True
153.16.32.240;198.6.255.40;True
153.16.32.240;202.51.247.10;True
153.16.32.240;202.214.86.252;True
153.16.32.240;206.223.132.89;True
153.16.32.240;217.8.97.6;True
153.16.32.240;217.8.98.42;True
153.16.32.240;217.8.98.46;True
153.16.33.0;149.20.48.61;True
153.16.33.0;149.20.48.77;True
153.16.33.0;173.36.254.164;True
153.16.33.0;193.162.145.50;True
153.16.33.0;195.50.116.18;True
153.16.33.0;198.6.255.37;True
153.16.33.0;198.6.255.40;True
153.16.33.0;202.51.247.10;True
153.16.33.0;202.214.86.252;True
153.16.33.0;206.223.132.89;True
153.16.33.0;217.8.97.6;True
153.16.33.0;217.8.98.42;True
153.16.33.0;217.8.98.46;True
153.16.34.0;149.20.48.61;True
153.16.34.0;149.20.48.77;True
153.16.34.0;173.36.254.164;True
153.16.34.0;193.162.145.50;True
153.16.34.0;195.50.116.18;True
153.16.34.0;198.6.255.37;True
153.16.34.0;198.6.255.40;True
153.16.34.0;202.51.247.10;True
153.16.34.0;202.214.86.252;True
153.16.34.0;206.223.132.89;True
153.16.34.0;217.8.97.6;True
153.16.34.0;217.8.98.42;True
153.16.34.0;217.8.98.46;True
153.16.35.0;149.20.48.61;True
153.16.35.0;149.20.48.77;True
153.16.35.0;173.36.254.164;True
153.16.35.0;193.162.145.50;True
153.16.35.0;195.50.116.18;True
153.16.35.0;198.6.255.37;True
153.16.35.0;198.6.255.40;True
153.16.35.0;202.51.247.10;True
153.16.35.0;202.214.86.252;True
153.16.35.0;206.223.132.89;True
153.16.35.0;217.8.97.6;True
153.16.35.0;217.8.98.42;True
153.16.35.0;217.8.98.46;True
153.16.36.0;149.20.48.61;True
153.16.36.0;149.20.48.77;True
153.16.36.0;173.36.254.164;True
153.16.36.0;193.162.145.50;True
153.16.36.0;195.50.116.18;True
153.16.36.0;198.6.255.37;True
153.16.36.0;198.6.255.40;True
153.16.36.0;202.51.247.10;True
153.16.36.0;202.214.86.252;True
153.16.36.0;206.223.132.89;True
153.16.36.0;217.8.97.6;True
153.16.36.0;217.8.98.42;True
153.16.36.0;217.8.98.46;True
153.16.37.0;149.20.48.61;True
153.16.37.0;149.20.48.77;True
153.16.37.0;173.36.254.164;True
153.16.37.0;193.162.145.50;True
153.16.37.0;195.50.116.18;True
153.16.37.0;198.6.255.37;True
153.16.37.0;198.6.255.40;True
153.16.37.0;202.51.247.10;True
153.16.37.0;202.214.86.252;True
153.16.37.0;206.223.132.89;True
153.16.37.0;217.8.97.6;True
153.16.37.0;217.8.98.42;True
153.16.37.0;217.8.98.46;True
153.16.38.0;149.20.48.61;True
153.16.38.0;149.20.48.77;True
153.16.38.0;173.36.254.164;True
153.16.38.0;193.162.145.50;True
153.16.38.0;195.50.116.18;True
153.16.38.0;198.6.255.37;True
153.16.38.0;198.6.255.40;True
153.16.38.0;202.51.247.10;True
153.16.38.0;202.214.86.252;True
153.16.38.0;206.223.132.89;True
153.16.38.0;217.8.97.6;True
153.16.38.0;217.8.98.42;True
153.16.38.0;217.8.98.46;True
153.16.38.128;149.20.48.61;True
153.16.38.128;149.20.48.77;True
153.16.38.128;173.36.254.164;True
153.16.38.128;193.162.145.50;True
153.16.38.128;195.50.116.18;True
153.16.38.128;198.6.255.37;True
153.16.38.128;198.6.255.40;True
153.16.38.128;202.51.247.10;True
153.16.38.128;202.214.86.252;True
153.16.38.128;206.223.132.89;True
153.16.38.128;217.8.97.6;True
153.16.38.128;217.8.98.42;True
153.16.38.128;217.8.98.46;True
153.16.39.0;149.20.48.61;True
153.16.39.0;149.20.48.77;True
153.16.39.0;173.36.254.164;True
153.16.39.0;193.162.145.50;True
153.16.39.0;195.50.116.18;True
153.16.39.0;198.6.255.37;True
153.16.39.0;198.6.255.40;True
153.16.39.0;202.51.247.10;True
153.16.39.0;202.214.86.252;True
153.16.39.0;206.223.132.89;True
153.16.39.0;217.8.97.6;True
153.16.39.0;217.8.98.42;True
153.16.39.0;217.8.98.46;True
153.16.40.0;149.20.48.61;True
153.16.40.0;149.20.48.77;True
153.16.40.0;173.36.254.164;True
153.16.40.0;193.162.145.50;True
153.16.40.0;195.50.116.18;True
153.16.40.0;198.6.255.37;True
153.16.40.0;198.6.255.40;True
153.16.40.0;202.51.247.10;True
153.16.40.0;202.214.86.252;True
153.16.40.0;206.223.132.89;True
153.16.40.0;217.8.97.6;True
153.16.40.0;217.8.98.42;True
153.16.40.0;217.8.98.46;True
153.16.41.0;149.20.48.61;True
153.16.41.0;149.20.48.77;True
153.16.41.0;173.36.254.164;True
153.16.41.0;193.162.145.50;True
153.16.41.0;195.50.116.18;True
153.16.41.0;198.6.255.37;True
153.16.41.0;198.6.255.40;True
153.16.41.0;202.51.247.10;True
153.16.41.0;202.214.86.252;True
153.16.41.0;206.223.132.89;True
153.16.41.0;217.8.97.6;True
153.16.41.0;217.8.98.42;True
153.16.41.0;217.8.98.46;True
153.16.42.0;149.20.48.61;True
153.16.42.0;149.20.48.77;True
153.16.42.0;173.36.254.164;True
153.16.42.0;193.162.145.50;True
153.16.42.0;195.50.116.18;True
153.16.42.0;198.6.255.37;True
153.16.42.0;198.6.255.40;True
153.16.42.0;202.51.247.10;True
153.16.42.0;202.214.86.252;True
153.16.42.0;206.223.132.89;True
153.16.42.0;217.8.97.6;True
153.16.42.0;217.8.98.42;True
153.16.42.0;217.8.98.46;True
153.16.43.0;149.20.48.61;True
153.16.43.0;149.20.48.77;True
153.16.43.0;173.36.254.164;True
153.16.43.0;193.162.145.50;True
153.16.43.0;195.50.116.18;True
153.16.43.0;198.6.255.37;True
153.16.43.0;198.6.255.40;True
153.16.43.0;202.51.247.10;True
153.16.43.0;202.214.86.252;True
153.16.43.0;206.223.132.89;True
153.16.43.0;217.8.97.6;True
153.16.43.0;217.8.98.42;True
153.16.43.0;217.8.98.46;True
153.16.43.16;149.20.48.61;True
153.16.43.16;149.20.48.77;True
153.16.43.16;173.36.254.164;True
153.16.43.16;193.162.145.50;True
153.16.43.16;195.50.116.18;True
153.16.43.16;198.6.255.37;True
153.16.43.16;198.6.255.40;True
153.16.43.16;202.51.247.10;True
153.16.43.16;202.214.86.252;True
153.16.43.16;206.223.132.89;True
153.16.43.16;217.8.97.6;True
153.16.43.16;217.8.98.42;True
153.16.43.16;217.8.98.46;True
153.16.43.32;149.20.48.61;True
153.16.43.32;149.20.48.77;True
153.16.43.32;173.36.254.164;True
153.16.43.32;193.162.145.50;True
153.16.43.32;195.50.116.18;True
153.16.43.32;198.6.255.37;True
153.16.43.32;198.6.255.40;True
153.16.43.32;202.51.247.10;True
153.16.43.32;202.214.86.252;True
153.16.43.32;206.223.132.89;True
153.16.43.32;217.8.97.6;True
153.16.43.32;217.8.98.42;True
153.16.43.32;217.8.98.46;True
153.16.43.48;149.20.48.61;True
153.16.43.48;149.20.48.77;True
153.16.43.48;173.36.254.164;True
153.16.43.48;193.162.145.50;True
153.16.43.48;195.50.116.18;True
153.16.43.48;198.6.255.37;True
153.16.43.48;198.6.255.40;True
153.16.43.48;202.51.247.10;True
153.16.43.48;202.214.86.252;True
153.16.43.48;206.223.132.89;True
153.16.43.48;217.8.97.6;True
153.16.43.48;217.8.98.42;True
153.16.43.48;217.8.98.46;True
153.16.43.64;149.20.48.61;True
153.16.43.64;149.20.48.77;True
153.16.43.64;173.36.254.164;True
153.16.43.64;193.162.145.50;True
153.16.43.64;195.50.116.18;True
153.16.43.64;198.6.255.37;True
153.16.43.64;198.6.255.40;True
153.16.43.64;202.51.247.10;True
153.16.43.64;202.214.86.252;True
153.16.43.64;206.223.132.89;True
153.16.43.64;217.8.97.6;True
153.16.43.64;217.8.98.42;True
153.16.43.64;217.8.98.46;True
153.16.43.128;149.20.48.61;True
153.16.43.128;149.20.48.77;True
153.16.43.128;173.36.254.164;True
153.16.43.128;193.162.145.50;True
153.16.43.128;195.50.116.18;True
153.16.43.128;198.6.255.37;True
153.16.43.128;198.6.255.40;True
153.16.43.128;202.51.247.10;True
153.16.43.128;202.214.86.252;True
153.16.43.128;206.223.132.89;True
153.16.43.128;217.8.97.6;True
153.16.43.128;217.8.98.42;True
153.16.43.128;217.8.98.46;True
153.16.43.192;149.20.48.61;True
153.16.43.192;149.20.48.77;True
153.16.43.192;173.36.254.164;True
153.16.43.192;193.162.145.50;True
153.16.43.192;195.50.116.18;True
153.16.43.192;198.6.255.37;True
153.16.43.192;198.6.255.40;True
153.16.43.192;202.51.247.10;True
153.16.43.192;202.214.86.252;True
153.16.43.192;206.223.132.89;True
153.16.43.192;217.8.97.6;True
153.16.43.192;217.8.98.42;True
153.16.43.192;217.8.98.46;True
153.16.43.224;149.20.48.61;True
153.16.43.224;149.20.48.77;True
153.16.43.224;173.36.254.164;True
153.16.43.224;193.162.145.50;True
153.16.43.224;195.50.116.18;True
153.16.43.224;198.6.255.37;True
153.16.43.224;198.6.255.40;True
153.16.43.224;202.51.247.10;True
153.16.43.224;202.214.86.252;True
153.16.43.224;206.223.132.89;True
153.16.43.224;217.8.97.6;True
153.16.43.224;217.8.98.42;True
153.16.43.224;217.8.98.46;True
153.16.43.240;149.20.48.61;True
153.16.43.240;149.20.48.77;True
153.16.43.240;173.36.254.164;True
153.16.43.240;193.162.145.50;True
153.16.43.240;195.50.116.18;True
153.16.43.240;198.6.255.37;True
153.16.43.240;198.6.255.40;True
153.16.43.240;202.51.247.10;True
153.16.43.240;202.214.86.252;True
153.16.43.240;206.223.132.89;True
153.16.43.240;217.8.97.6;True
153.16.43.240;217.8.98.42;True
153.16.43.240;217.8.98.46;True
153.16.44.0;149.20.48.61;True
153.16.44.0;149.20.48.77;True
153.16.44.0;173.36.254.164;True
153.16.44.0;193.162.145.50;True
153.16.44.0;195.50.116.18;True
153.16.44.0;198.6.255.37;True
153.16.44.0;198.6.255.40;True
153.16.44.0;202.51.247.10;True
153.16.44.0;202.214.86.252;True
153.16.44.0;206.223.132.89;True
153.16.44.0;217.8.97.6;True
153.16.44.0;217.8.98.42;True
153.16.44.0;217.8.98.46;True
153.16.44.32;149.20.48.61;False
153.16.44.32;149.20.48.77;False
153.16.44.32;173.36.254.164;False
153.16.44.32;193.162.145.50;False
153.16.44.32;195.50.116.18;False
153.16.44.32;198.6.255.37;False
153.16.44.32;198.6.255.40;False
153.16.44.32;202.51.247.10;False
153.16.44.32;202.214.86.252;False
153.16.44.32;206.223.132.89;False
153.16.44.32;217.8.97.6;False
153.16.44.32;217.8.98.42;True
153.16.44.32;217.8.98.46;True
153.16.44.48;149.20.48.61;True
153.16.44.48;149.20.48.77;True
153.16.44.48;173.36.254.164;True
153.16.44.48;193.162.145.50;True
153.16.44.48;195.50.116.18;True
153.16.44.48;198.6.255.37;True
153.16.44.48;198.6.255.40;True
153.16.44.48;202.51.247.10;True
153.16.44.48;202.214.86.252;True
153.16.44.48;206.223.132.89;True
153.16.44.48;217.8.97.6;True
153.16.44.48;217.8.98.42;True
153.16.44.48;217.8.98.46;True
153.16.44.64;149.20.48.61;True
153.16.44.64;149.20.48.77;True
153.16.44.64;173.36.254.164;True
153.16.44.64;193.162.145.50;True
153.16.44.64;195.50.116.18;True
153.16.44.64;198.6.255.37;True
153.16.44.64;198.6.255.40;True
153.16.44.64;202.51.247.10;True
153.16.44.64;202.214.86.252;True
153.16.44.64;206.223.132.89;True
153.16.44.64;217.8.97.6;True
153.16.44.64;217.8.98.42;True
153.16.44.64;217.8.98.46;True
153.16.44.80;149.20.48.61;True
153.16.44.80;149.20.48.77;True
153.16.44.80;173.36.254.164;True
153.16.44.80;193.162.145.50;True
153.16.44.80;195.50.116.18;True
153.16.44.80;198.6.255.37;True
153.16.44.80;198.6.255.40;True
153.16.44.80;202.51.247.10;True
153.16.44.80;202.214.86.252;True
153.16.44.80;206.223.132.89;True
153.16.44.80;217.8.97.6;True
153.16.44.80;217.8.98.42;True
153.16.44.80;217.8.98.46;True
153.16.44.96;149.20.48.61;True
153.16.44.96;149.20.48.77;True
153.16.44.96;173.36.254.164;True
153.16.44.96;193.162.145.50;True
153.16.44.96;195.50.116.18;True
153.16.44.96;198.6.255.37;True
153.16.44.96;198.6.255.40;True
153.16.44.96;202.51.247.10;True
153.16.44.96;202.214.86.252;True
153.16.44.96;206.223.132.89;True
153.16.44.96;217.8.97.6;True
153.16.44.96;217.8.98.42;True
153.16.44.96;217.8.98.46;True
153.16.44.112;149.20.48.61;True
153.16.44.112;149.20.48.77;True
153.16.44.112;173.36.254.164;True
153.16.44.112;193.162.145.50;True
153.16.44.112;195.50.116.18;True
153.16.44.112;198.6.255.37;True
153.16.44.112;198.6.255.40;True
153.16.44.112;202.51.247.10;True
153.16.44.112;202.214.86.252;True
153.16.44.112;206.223.132.89;True
153.16.44.112;217.8.97.6;True
153.16.44.112;217.8.98.42;True
153.16.44.112;217.8.98.46;True
153.16.44.120;149.20.48.61;True
153.16.44.120;149.20.48.77;True
153.16.44.120;173.36.254.164;True
153.16.44.120;193.162.145.50;True
153.16.44.120;195.50.116.18;True
153.16.44.120;198.6.255.37;True
153.16.44.120;198.6.255.40;True
153.16.44.120;202.51.247.10;True
153.16.44.120;202.214.86.252;True
153.16.44.120;206.223.132.89;True
153.16.44.120;217.8.97.6;True
153.16.44.120;217.8.98.42;True
153.16.44.120;217.8.98.46;True
153.16.44.128;149.20.48.61;True
153.16.44.128;149.20.48.77;True
153.16.44.128;173.36.254.164;True
153.16.44.128;193.162.145.50;True
153.16.44.128;195.50.116.18;True
153.16.44.128;198.6.255.37;True
153.16.44.128;198.6.255.40;True
153.16.44.128;202.51.247.10;True
153.16.44.128;202.214.86.252;True
153.16.44.128;206.223.132.89;True
153.16.44.128;217.8.97.6;True
153.16.44.128;217.8.98.42;True
153.16.44.128;217.8.98.46;True
153.16.44.144;149.20.48.61;True
153.16.44.144;149.20.48.77;True
153.16.44.144;173.36.254.164;True
153.16.44.144;193.162.145.50;True
153.16.44.144;195.50.116.18;True
153.16.44.144;198.6.255.37;True
153.16.44.144;198.6.255.40;True
153.16.44.144;202.51.247.10;True
153.16.44.144;202.214.86.252;True
153.16.44.144;206.223.132.89;True
153.16.44.144;217.8.97.6;True
153.16.44.144;217.8.98.42;True
153.16.44.144;217.8.98.46;True
153.16.44.160;149.20.48.61;False
153.16.44.160;149.20.48.77;False
153.16.44.160;173.36.254.164;True
153.16.44.160;193.162.145.50;True
153.16.44.160;195.50.116.18;False
153.16.44.160;198.6.255.37;False
153.16.44.160;198.6.255.40;False
153.16.44.160;202.51.247.10;True
153.16.44.160;202.214.86.252;False
153.16.44.160;206.223.132.89;True
153.16.44.160;217.8.97.6;False
153.16.44.160;217.8.98.42;True
153.16.44.160;217.8.98.46;True
153.16.44.176;149.20.48.61;True
153.16.44.176;149.20.48.77;True
153.16.44.176;173.36.254.164;True
153.16.44.176;193.162.145.50;True
153.16.44.176;195.50.116.18;True
153.16.44.176;198.6.255.37;True
153.16.44.176;198.6.255.40;True
153.16.44.176;202.51.247.10;True
153.16.44.176;202.214.86.252;True
153.16.44.176;206.223.132.89;True
153.16.44.176;217.8.97.6;True
153.16.44.176;217.8.98.42;True
153.16.44.176;217.8.98.46;True
153.16.44.192;149.20.48.61;True
153.16.44.192;149.20.48.77;True
153.16.44.192;173.36.254.164;True
153.16.44.192;193.162.145.50;True
153.16.44.192;195.50.116.18;True
153.16.44.192;198.6.255.37;True
153.16.44.192;198.6.255.40;True
153.16.44.192;202.51.247.10;True
153.16.44.192;202.214.86.252;True
153.16.44.192;206.223.132.89;True
153.16.44.192;217.8.97.6;True
153.16.44.192;217.8.98.42;True
153.16.44.192;217.8.98.46;True
153.16.44.208;149.20.48.61;True
153.16.44.208;149.20.48.77;True
153.16.44.208;173.36.254.164;True
153.16.44.208;193.162.145.50;True
153.16.44.208;195.50.116.18;True
153.16.44.208;198.6.255.37;True
153.16.44.208;198.6.255.40;True
153.16.44.208;202.51.247.10;True
153.16.44.208;202.214.86.252;True
153.16.44.208;206.223.132.89;True
153.16.44.208;217.8.97.6;True
153.16.44.208;217.8.98.42;True
153.16.44.208;217.8.98.46;True
153.16.44.224;149.20.48.61;True
153.16.44.224;149.20.48.77;True
153.16.44.224;173.36.254.164;True
153.16.44.224;193.162.145.50;True
153.16.44.224;195.50.116.18;True
153.16.44.224;198.6.255.37;True
153.16.44.224;198.6.255.40;True
153.16.44.224;202.51.247.10;True
153.16.44.224;202.214.86.252;True
153.16.44.224;206.223.132.89;True
153.16.44.224;217.8.97.6;True
153.16.44.224;217.8.98.42;True
153.16.44.224;217.8.98.46;True
153.16.44.240;149.20.48.61;True
153.16.44.240;149.20.48.77;True
153.16.44.240;173.36.254.164;True
153.16.44.240;193.162.145.50;True
153.16.44.240;195.50.116.18;True
153.16.44.240;198.6.255.37;True
153.16.44.240;198.6.255.40;True
153.16.44.240;202.51.247.10;True
153.16.44.240;202.214.86.252;True
153.16.44.240;206.223.132.89;True
153.16.44.240;217.8.97.6;True
153.16.44.240;217.8.98.42;True
153.16.44.240;217.8.98.46;True
153.16.45.0;149.20.48.61;True
153.16.45.0;149.20.48.77;True
153.16.45.0;173.36.254.164;True
153.16.45.0;193.162.145.50;True
153.16.45.0;195.50.116.18;True
153.16.45.0;198.6.255.37;True
153.16.45.0;198.6.255.40;True
153.16.45.0;202.51.247.10;True
153.16.45.0;202.214.86.252;True
153.16.45.0;206.223.132.89;True
153.16.45.0;217.8.97.6;True
153.16.45.0;217.8.98.42;True
153.16.45.0;217.8.98.46;True
153.16.46.0;149.20.48.61;True
153.16.46.0;149.20.48.77;True
153.16.46.0;173.36.254.164;True
153.16.46.0;193.162.145.50;True
153.16.46.0;195.50.116.18;True
153.16.46.0;198.6.255.37;True
153.16.46.0;198.6.255.40;True
153.16.46.0;202.51.247.10;True
153.16.46.0;202.214.86.252;True
153.16.46.0;206.223.132.89;True
153.16.46.0;217.8.97.6;True
153.16.46.0;217.8.98.42;True
153.16.46.0;217.8.98.46;True
153.16.47.0;149.20.48.61;False
153.16.47.0;149.20.48.77;True
153.16.47.0;173.36.254.164;True
153.16.47.0;193.162.145.50;True
153.16.47.0;195.50.116.18;False
153.16.47.0;198.6.255.37;True
153.16.47.0;198.6.255.40;False
153.16.47.0;202.51.247.10;True
153.16.47.0;202.214.86.252;False
153.16.47.0;206.223.132.89;False
153.16.47.0;217.8.97.6;False
153.16.47.0;217.8.98.42;True
153.16.47.0;217.8.98.46;True
153.16.47.16;149.20.48.61;True
153.16.47.16;149.20.48.77;True
153.16.47.16;173.36.254.164;True
153.16.47.16;193.162.145.50;True
153.16.47.16;195.50.116.18;True
153.16.47.16;198.6.255.37;True
153.16.47.16;198.6.255.40;True
153.16.47.16;202.51.247.10;True
153.16.47.16;202.214.86.252;True
153.16.47.16;206.223.132.89;True
153.16.47.16;217.8.97.6;True
153.16.47.16;217.8.98.42;True
153.16.47.16;217.8.98.46;True
153.16.47.32;149.20.48.61;True
153.16.47.32;149.20.48.77;True
153.16.47.32;173.36.254.164;True
153.16.47.32;193.162.145.50;True
153.16.47.32;195.50.116.18;True
153.16.47.32;198.6.255.37;True
153.16.47.32;198.6.255.40;True
153.16.47.32;202.51.247.10;True
153.16.47.32;202.214.86.252;True
153.16.47.32;206.223.132.89;True
153.16.47.32;217.8.97.6;True
153.16.47.32;217.8.98.42;True
153.16.47.32;217.8.98.46;True
153.16.47.48;149.20.48.61;True
153.16.47.48;149.20.48.77;True
153.16.47.48;173.36.254.164;True
153.16.47.48;193.162.145.50;True
153.16.47.48;195.50.116.18;True
153.16.47.48;198.6.255.37;True
153.16.47.48;198.6.255.40;True
153.16.47.48;202.51.247.10;True
153.16.47.48;202.214.86.252;True
153.16.47.48;206.223.132.89;True
153.16.47.48;217.8.97.6;True
153.16.47.48;217.8.98.42;True
153.16.47.48;217.8.98.46;True
153.16.47.64;149.20.48.61;True
153.16.47.64;149.20.48.77;True
153.16.47.64;173.36.254.164;True
153.16.47.64;193.162.145.50;True
153.16.47.64;195.50.116.18;True
153.16.47.64;198.6.255.37;True
153.16.47.64;198.6.255.40;True
153.16.47.64;202.51.247.10;True
153.16.47.64;202.214.86.252;True
153.16.47.64;206.223.132.89;True
153.16.47.64;217.8.97.6;True
153.16.47.64;217.8.98.42;True
153.16.47.64;217.8.98.46;True
153.16.47.80;149.20.48.61;True
153.16.47.80;149.20.48.77;True
153.16.47.80;173.36.254.164;True
153.16.47.80;193.162.145.50;True
153.16.47.80;195.50.116.18;True
153.16.47.80;198.6.255.37;True
153.16.47.80;198.6.255.40;True
153.16.47.80;202.51.247.10;True
153.16.47.80;202.214.86.252;True
153.16.47.80;206.223.132.89;True
153.16.47.80;217.8.97.6;True
153.16.47.80;217.8.98.42;True
153.16.47.80;217.8.98.46;True
153.16.47.96;149.20.48.61;True
153.16.47.96;149.20.48.77;True
153.16.47.96;173.36.254.164;True
153.16.47.96;193.162.145.50;True
153.16.47.96;195.50.116.18;True
153.16.47.96;198.6.255.37;True
153.16.47.96;198.6.255.40;True
153.16.47.96;202.51.247.10;True
153.16.47.96;202.214.86.252;True
153.16.47.96;206.223.132.89;True
153.16.47.96;217.8.97.6;True
153.16.47.96;217.8.98.42;True
153.16.47.96;217.8.98.46;True
153.16.47.112;149.20.48.61;True
153.16.47.112;149.20.48.77;True
153.16.47.112;173.36.254.164;True
153.16.47.112;193.162.145.50;True
153.16.47.112;195.50.116.18;True
153.16.47.112;198.6.255.37;True
153.16.47.112;198.6.255.40;True
153.16.47.112;202.51.247.10;True
153.16.47.112;202.214.86.252;True
153.16.47.112;206.223.132.89;True
153.16.47.112;217.8.97.6;True
153.16.47.112;217.8.98.42;True
153.16.47.112;217.8.98.46;True
153.16.47.128;149.20.48.61;True
153.16.47.128;149.20.48.77;True
153.16.47.128;173.36.254.164;True
153.16.47.128;193.162.145.50;True
153.16.47.128;195.50.116.18;True
153.16.47.128;198.6.255.37;True
153.16.47.128;198.6.255.40;True
153.16.47.128;202.51.247.10;True
153.16.47.128;202.214.86.252;True
153.16.47.128;206.223.132.89;True
153.16.47.128;217.8.97.6;True
153.16.47.128;217.8.98.42;True
153.16.47.128;217.8.98.46;True
153.16.47.144;149.20.48.61;True
153.16.47.144;149.20.48.77;True
153.16.47.144;173.36.254.164;True
153.16.47.144;193.162.145.50;True
153.16.47.144;195.50.116.18;True
153.16.47.144;198.6.255.37;True
153.16.47.144;198.6.255.40;True
153.16.47.144;202.51.247.10;True
153.16.47.144;202.214.86.252;True
153.16.47.144;206.223.132.89;True
153.16.47.144;217.8.97.6;True
153.16.47.144;217.8.98.42;True
153.16.47.144;217.8.98.46;True
153.16.47.160;149.20.48.61;True
153.16.47.160;149.20.48.77;True
153.16.47.160;173.36.254.164;True
153.16.47.160;193.162.145.50;True
153.16.47.160;195.50.116.18;True
153.16.47.160;198.6.255.37;True
153.16.47.160;198.6.255.40;True
153.16.47.160;202.51.247.10;True
153.16.47.160;202.214.86.252;True
153.16.47.160;206.223.132.89;True
153.16.47.160;217.8.97.6;True
153.16.47.160;217.8.98.42;True
153.16.47.160;217.8.98.46;True
153.16.47.192;149.20.48.61;True
153.16.47.192;149.20.48.77;True
153.16.47.192;173.36.254.164;True
153.16.47.192;193.162.145.50;True
153.16.47.192;195.50.116.18;True
153.16.47.192;198.6.255.37;True
153.16.47.192;198.6.255.40;True
153.16.47.192;202.51.247.10;True
153.16.47.192;202.214.86.252;True
153.16.47.192;206.223.132.89;True
153.16.47.192;217.8.97.6;True
153.16.47.192;217.8.98.42;True
153.16.47.192;217.8.98.46;True
153.16.47.208;149.20.48.61;True
153.16.47.208;149.20.48.77;True
153.16.47.208;173.36.254.164;True
153.16.47.208;193.162.145.50;True
153.16.47.208;195.50.116.18;True
153.16.47.208;198.6.255.37;True
153.16.47.208;198.6.255.40;True
153.16.47.208;202.51.247.10;True
153.16.47.208;202.214.86.252;True
153.16.47.208;206.223.132.89;True
153.16.47.208;217.8.97.6;True
153.16.47.208;217.8.98.42;True
153.16.47.208;217.8.98.46;True
153.16.47.224;149.20.48.61;True
153.16.47.224;149.20.48.77;True
153.16.47.224;173.36.254.164;True
153.16.47.224;193.162.145.50;True
153.16.47.224;195.50.116.18;True
153.16.47.224;198.6.255.37;True
153.16.47.224;198.6.255.40;True
153.16.47.224;202.51.247.10;True
153.16.47.224;202.214.86.252;True
153.16.47.224;206.223.132.89;True
153.16.47.224;217.8.97.6;True
153.16.47.224;217.8.98.42;True
153.16.47.224;217.8.98.46;True
153.16.47.240;149.20.48.61;True
153.16.47.240;149.20.48.77;True
153.16.47.240;173.36.254.164;True
153.16.47.240;193.162.145.50;True
153.16.47.240;195.50.116.18;True
153.16.47.240;198.6.255.37;True
153.16.47.240;198.6.255.40;True
153.16.47.240;202.51.247.10;True
153.16.47.240;202.214.86.252;True
153.16.47.240;206.223.132.89;True
153.16.47.240;217.8.97.6;True
153.16.47.240;217.8.98.42;True
153.16.47.240;217.8.98.46;True
153.16.48.0;149.20.48.61;True
153.16.48.0;149.20.48.77;True
153.16.48.0;173.36.254.164;True
153.16.48.0;193.162.145.50;True
153.16.48.0;195.50.116.18;True
